ID,Kerne_A,Cyto_A,K/C,KerneShort,CytoShort,KerneLong,CytoLong,KerneElong,KerneRund,CytoRund,CytoElong,KernePeri,CytoPeri,Class
157224504-157224520-001.BMP,316.875,26837.625,0.0116693366,18.2033457846,134.4523643133,21.0950231097,302.6945655277,0.8629213483,0.9066466983,0.3729451392,0.4441849297,60.75,787.0,0
157267647-157267732-001.BMP,890.75,44818.5,0.0194873029,30.0779594419,198.899055731,37.3363094052,387.5835393822,0.8055954089,0.8135854551,0.3798715661,0.5131772522,103.625,1081.875,0
157268242-157268296-001.BMP,801.625,50715.5,0.0155603598,33.4251608719,268.7060986623,32.3109888428,273.9945254928,1.0344827586,0.9776443008,0.8601358695,0.9806987865,102.375,1086.625,0
157268342-157268376-001.BMP,1020.125,42919.375,0.0232165819,34.5073305555,236.6150943448,38.0788655293,308.6616270287,0.9062068966,0.8957679245,0.5735855811,0.7665840961,113.375,1107.0,0
157268342-157268401-001.BMP,642.25,102094.0,0.0062514448,27.2933200781,338.4784867953,29.2745623366,407.2075637804,0.9323220537,0.9541868117,0.7839324927,0.8312185649,86.5,1363.125,0
157268504-157268544-001.BMP,634.75,73242.625,0.0085919404,28.5857314311,335.570614635,31.064449134,328.2468583246,0.9202072539,0.8375013482,0.8655115411,1.0223117332,89.625,1047.25,0
157268587-157268617-001.BMP,1117.5,55962.5,0.0195777856,33.4323331354,308.3259987227,47.1699056603,299.7865907608,0.7087640449,0.6394809848,0.79283501,1.0284849564,131.375,974.625,0
158987033-158987057-001.BMP,646.75,74712.25,0.0085822529,21.4650378756,290.5043797041,37.3630833845,345.1376536978,0.5744985673,0.5898765584,0.7985778306,0.8417058428,93.5,1018.0,0
158987453-158987462-001.BMP,643.75,80567.0,0.0079269062,25.7935591245,297.2246680655,32.4499614792,444.5593323731,0.7948717949,0.7783931215,0.5190483897,0.668582676,89.5,1370.5,0
158987493-158987499-001.BMP,928.25,67638.75,0.0135378535,32.4499614792,268.8503452126,39.6610640301,374.3420895384,0.8181818182,0.7513570295,0.6145657755,0.718194274,110.5,1098.875,0
158987493-158987505-001.BMP,397.25,45531.125,0.0086493371,19.8166877373,263.3003971121,25.079872408,306.0800548876,0.7901430843,0.8041246568,0.6187973407,0.8602337621,68.5,943.0,0
209047342-209047400-001.BMP,1024.125,74142.375,0.013624753,36.3358516846,335.4657661827,36.8781778292,344.6461953946,0.9852941176,0.9587915064,0.7947483502,0.9733627432,111.25,1113.625,0
209047342-209047443-001.BMP,594.5,50479.875,0.0116398879,29.233576537,273.2767707735,26.4764045897,272.8369476446,1.1041369472,1.0798015825,0.8634198423,1.0016120365,83.0,870.875,0
209047342-209047478-001.BMP,489.625,59752.625,0.0081276015,21.2477025785,304.5913698497,27.2029410175,308.183386963,0.7810810811,0.8424458271,0.8010297762,0.9883445466,76.25,993.375,0
209047526-209047717-001.BMP,773.25,55183.375,0.0138187391,26.2431710516,234.2621969569,38.6005181312,342.0526275297,0.6798657718,0.6607600523,0.6005269681,0.6848717949,100.5,942.25,0
209047526-209047798-001.BMP,479.375,61151.0,0.0077782262,20.987025356,300.4204117825,28.1602556807,354.6829570194,0.7452711223,0.7696837412,0.6189178967,0.8470111288,75.875,1011.375,0
209047881-209048017-001.BMP,435.125,36320.625,0.0118382838,19.6465667791,225.9168155155,26.9258240357,241.9607406172,0.7296551724,0.7641632509,0.7899027422,0.9336920318,73.5,728.0,0
209048086-209048137-001.BMP,1409.5,82822.375,0.0167335703,40.5471763938,373.5292691673,43.0116263352,365.7758876689,0.9427027027,0.9700708856,0.7881840696,1.021197082,131.0,1286.625,0
209048086-209048278-001.BMP,340.375,45605.25,0.0074082135,20.5185138781,234.3064442852,20.6155281281,308.5190431724,0.9952941176,1.0197150824,0.6100437862,0.7594553707,61.75,865.75,0
209307421-209307597-001.BMP,1183.875,53036.5,0.0218345041,39.8389822745,255.7043904475,39.4588393139,349.8571136907,1.0096339114,0.9681159062,0.5517007281,0.7308823529,122.75,929.375,0
153955676-153955721-001.BMP,1475.25,65191.875,0.0221285979,33.4467112372,301.5703166299,55.0726792521,339.8411393578,0.6073194857,0.6193032108,0.7187066918,0.8873861393,140.5,1062.125,0
153955676-153955746-001.BMP,928.25,44789.25,0.0203040411,27.1964721967,272.2918160344,43.8292140016,264.9547131115,0.620510151,0.6152444599,0.8123451842,1.0276919132,110.625,855.625,0
153956279-153956296-001.BMP,1329.625,16835.0,0.0731985934,36.2249901071,125.0094435313,52.2015325446,183.6981219283,0.6939449541,0.6212591302,0.6352048521,0.6805156319,140.375,504.875,0
153958547-153958621-001.BMP,1234.75,28099.0,0.0420931521,35.3851136548,194.6019349392,45.1884941108,260.0076921939,0.7830558276,0.7698983976,0.5292106675,0.7484468375,127.5,758.125,0
157183332-157183388-001.BMP,1995.0,39768.0,0.0477695568,46.1269300305,204.4501655751,56.6480361531,283.5947813342,0.814272359,0.7915590189,0.6295748914,0.7209235819,164.25,815.5,0
157183332-157183388-002.BMP,1314.5,48970.875,0.0261408014,39.6161731679,190.415572823,46.6476151588,362.9325006113,0.8492647059,0.7691513702,0.4733651275,0.5246583662,129.0,910.25,0
157183412-157183656-001.BMP,1003.375,32214.125,0.0302062166,32.304716027,188.8770775747,44.2040722106,249.8979791835,0.7308085977,0.6538058998,0.6567967117,0.7558167465,122.0,737.5,0
157183828-157183840-001.BMP,1294.5,36465.625,0.0342821958,38.2498587961,203.6810193797,44.418464629,299.4878962496,0.8611251901,0.8353819517,0.5176488218,0.6800976665,140.5,831.125,0
157183828-157183877-001.BMP,1344.5,65433.0,0.0201340272,40.8395700308,284.1418840503,43.0464865001,321.7265920001,0.9487317863,0.9238373275,0.8048835175,0.8831781118,129.0,987.125,0
157183828-157183887-001.BMP,1219.625,33705.625,0.0349210099,37.114719226,203.4055791036,45.8039299624,278.2175407842,0.8102955195,0.7401691038,0.5544258721,0.7311026419,130.25,951.875,0
157184013-157184023-001.BMP,945.5,31805.75,0.0288691271,29.5165637892,191.4257728025,41.400483089,251.549199959,0.7129521587,0.7023617209,0.6399851233,0.7609874046,120.0,728.875,0
157184013-157184039-001.BMP,1280.0,45488.25,0.027368995,36.7979679583,223.981985114,56.0357029045,311.0964480672,0.6566878981,0.5190275851,0.59843811,0.7199760284,152.0,859.125,0
157184067-157184080-001.BMP,579.125,20866.25,0.0270046572,25.7386868352,172.3435393404,28.2842712475,184.8053029542,0.91,0.9217060642,0.777903395,0.9325681492,83.25,611.625,0
157184112-157184120-001.BMP,568.625,12507.875,0.0434844951,26.4653539138,98.7533484476,28.7923600978,180.2470526805,0.9191797346,0.8733363524,0.4901819407,0.5478777432,86.375,461.5,0
157185575-157185586-001.BMP,1317.25,37230.75,0.0341716821,38.9150424768,231.2240301344,47.539457296,254.0177159176,0.8185840708,0.7421127391,0.7346557641,0.9102673382,138.625,769.0,0
157185677-157185690-001.BMP,1303.875,82342.125,0.0155880138,27.9358084897,339.1690979983,61.0327780787,403.2914578813,0.4577181208,0.4456765668,0.6446057017,0.8410024348,140.75,1177.5,0
157222534-157222561-001.BMP,1292.75,51088.0,0.0246798681,35.5054263348,232.6252514502,48.0208288142,322.1490338337,0.7393755421,0.7137816225,0.6267803224,0.7221044517,131.5,937.5,0
157222534-157222579-001.BMP,1132.5,52625.375,0.0210666809,33.4770371589,255.4296777672,43.4626276242,324.6490412738,0.7702488089,0.7633371013,0.635736392,0.7867871002,119.125,922.5,0
157222534-157223349-001.BMP,772.5,26154.375,0.02868881,21.5473627217,219.9211159002,47.8016736109,195.5019181492,0.4507658643,0.4304496929,0.8712693158,1.1249051569,109.25,669.75,0
157222534-157223355-001.BMP,1197.0,38253.5,0.0303418208,37.1572533153,176.3575887467,40.8533964316,291.9863010485,0.9095266627,0.9131622139,0.5712896327,0.6039926809,120.0,814.5,0
157222534-157223364-001.BMP,615.75,22307.0,0.0268619603,25.6857341094,157.82914971,30.0166620396,244.9040628491,0.8557158713,0.8701412316,0.4735428745,0.6444529661,85.5,656.125,0
157222647-157222660-001.BMP,1100.25,35491.625,0.0300681504,28.9058166207,158.3092308684,45.8039299624,318.6800903728,0.6310772164,0.667722502,0.4449652949,0.4967653633,122.75,834.75,0
157222647-157222687-001.BMP,1309.625,62174.0,0.0206293355,37.8671350765,294.7627594661,44.418464629,374.2365562048,0.8525088697,0.8451425944,0.5652317012,0.7876375372,128.25,1160.625,0
157222801-157222811-001.BMP,811.375,34008.75,0.023301898,28.8243265266,222.6508545307,37.1214223865,246.9696337609,0.7764876633,0.7496913901,0.709926966,0.9015312982,103.875,810.625,0
157222801-157222811-002.BMP,1002.5,30831.0,0.0314919817,34.9405751127,191.3257095171,39.9249295554,254.7017864091,0.8751568381,0.8007670286,0.6051091888,0.7511753734,113.0,738.125,0
157222801-157222844-001.BMP,1285.875,63196.125,0.0199416116,42.6271934662,317.6886102275,40.6078810085,305.8120337724,1.0497271073,0.9928604606,0.8603822182,1.0388361972,126.75,1136.25,0
157223246-157223258-001.BMP,881.875,49559.0,0.0174833406,24.1830519166,213.7696433749,49.4974746831,347.9727000786,0.4885714286,0.4583012749,0.5211254788,0.6143287773,115.0,953.375,0
157223321-157223328-001.BMP,838.0,50303.25,0.0163859898,29.5568552506,253.6865514594,34.205262753,319.6779629565,0.8641025641,0.9119442209,0.6267304062,0.7935690941,100.125,934.25,0
157223321-157223341-001.BMP,1062.75,50443.0,0.0206336186,33.9280913789,258.0462176171,40.7921561087,309.1035425226,0.8317307692,0.8131822874,0.6722070475,0.8348212884,113.5,914.5,0
157223394-157223406-001.BMP,744.125,58020.25,0.0126628591,22.0083846666,274.9465754148,42.8018691181,315.7340653145,0.5141921397,0.5171666901,0.7410488393,0.8708169489,101.25,924.5,0
157223394-157223406-002.BMP,885.875,41336.875,0.0209809877,24.887984344,221.8880135345,47.0106370942,294.4503353708,0.5294117647,0.5103760551,0.607048868,0.7535668562,112.875,852.875,0
157223394-157223428-001.BMP,812.625,46641.0,0.0171246138,30.4892649673,242.3192874596,34.4383507154,313.4996012757,0.8853288364,0.8723999031,0.6042323681,0.7729492684,98.25,907.375,0
157223394-157223428-002.BMP,643.75,36490.625,0.0173356896,20.1664498373,224.836826529,43.2897216438,233.9252017205,0.4658484525,0.4373788457,0.8490580721,0.9611483708,101.5,759.875,0
157223549-157223570-001.BMP,1027.5,41111.875,0.0243833707,24.6605702844,234.0406068711,54.3783044973,281.8527984605,0.4535001691,0.4424259832,0.6589200162,0.8303646732,125.0,853.0,0
157223779-157224140-001.BMP,1289.625,84196.0,0.0150858697,40.9445070295,362.8846717121,41.6173040934,363.4184915493,0.9838337182,0.9480378452,0.811685028,0.9985311154,126.25,1408.625,0
157224458-157224464-001.BMP,1099.875,35735.5,0.0298592046,31.234874528,173.3021969383,43.8292140016,339.1474605537,0.7126496616,0.7289975764,0.3955786487,0.5109936446,116.875,865.25,0
157268504-157268534-001.BMP,1303.0,79048.0,0.0162163508,33.8383990355,339.2080920271,52.8393792545,367.9157512257,0.6404011461,0.5942088563,0.7435398379,0.9219721931,140.0,1175.75,0
158989297-158989324-001.BMP,2943.25,27806.125,0.0957173926,56.692255919,190.2213609774,67.4166151627,257.0058365096,0.8409240924,0.8245241562,0.5359997871,0.7401441289,196.625,705.75,0
209047526-209047626-001.BMP,1213.0,52059.125,0.022769882,38.9320185235,255.4803751655,45.6179789118,295.1694428629,0.8534358481,0.7421622142,0.7607889425,0.8655380201,128.0,928.5,0
209047526-209047762-001.BMP,1314.0,47205.25,0.0270820345,38.215075273,220.9834098534,46.8401537145,303.4616944525,0.8158614403,0.7625509397,0.6526685165,0.7282085808,128.0,941.375,0
209047881-209047928-001.BMP,1493.125,66658.5,0.0219088686,40.8463703305,316.4441244993,46.270941205,321.0140183855,0.8827650631,0.8879522631,0.8236025055,0.9857641921,141.25,1030.625,0
209048086-209048239-001.BMP,1405.5,48181.5,0.0283441225,42.2518541378,212.0149167961,42.7200187266,349.3150440505,0.9890410959,0.9805688658,0.5027543712,0.6069447062,131.0,911.625,0
209307421-209307504-001.BMP,1316.25,23076.0,0.0539618116,43.8284475552,153.0565037489,42.4381903478,239.7415274832,1.032759578,0.9305394507,0.5111920755,0.6384229939,130.5,694.5,0
209307421-209307561-001.BMP,1444.0,21582.875,0.0627093342,38.973778047,157.8095058096,49.6487663492,227.2993620757,0.784989858,0.7458652749,0.5318914147,0.6942804607,136.0,662.5,0
209522316-209522391-001.BMP,1209.75,57234.625,0.0206991691,38.0465302168,298.0007758469,40.7921561087,308.4153044192,0.9326923077,0.9256619827,0.7661205622,0.9662321278,119.5,1048.0,0
209522474-209522522-001.BMP,1235.75,37549.375,0.0318614417,38.929320417,205.8698148012,41.0487515035,292.5149568825,0.9483679525,0.9337719688,0.5587488942,0.7037924385,127.5,796.875,0
209522474-209522554-001.BMP,1484.625,48012.125,0.0299943936,39.6581857643,240.263011867,46.0434577329,325.1353564287,0.8613207547,0.8916430467,0.5782726455,0.7389630414,134.25,995.25,0
209522641-209522674-001.BMP,1357.125,66091.125,0.0201209816,34.4089323187,264.3296481061,50.219518118,404.1014724051,0.6851704996,0.6851487776,0.5153145409,0.6541170131,131.25,1076.5,0
209522800-209522835-001.BMP,1302.75,39003.25,0.0323214906,36.8547353,187.8032144764,46.6154480832,342.4222539497,0.7906120571,0.7633284937,0.4235327051,0.5484550502,127.5,984.375,0
209522940-209522970-001.BMP,1432.25,27261.125,0.0499157035,38.4166711682,174.6037945175,48.0520551069,264.47306101,0.7994802945,0.7897779723,0.4962391328,0.6601950076,132.5,705.875,0
209522940-209522991-001.BMP,1441.0,36342.375,0.038138467,38.3444030162,202.9819997049,48.5077313425,280.6652810734,0.790480238,0.7797442346,0.5874163609,0.723217346,134.0,806.875,0
209522940-209523052-001.BMP,1457.25,27259.25,0.0507460867,35.6533209117,165.084503702,53.1507290637,259.9153708421,0.6707964602,0.6567887882,0.5137597706,0.6351471372,140.875,714.0,0
209565409-209565466-001.BMP,1702.5,53795.125,0.0306769884,48.3117469801,236.0832615673,46.5725240888,330.4935702854,1.0373443983,0.9993961848,0.6270858629,0.7143354146,145.0,1035.75,0
209565409-209565503-001.BMP,1416.0,44742.25,0.0306770729,38.9607102242,220.4395581306,46.0977222865,327.110073217,0.8451764706,0.8484269155,0.5324025198,0.6739002439,132.0,1014.25,0
209565409-209565600-001.BMP,1932.25,65347.125,0.0287197971,45.0599404779,261.7452525571,55.3263047745,395.9040287747,0.8144397256,0.8037298629,0.5308315917,0.6611330866,156.5,1134.875,0
209565698-209565729-001.BMP,1735.0,75723.5,0.0223990911,43.701139002,309.0841349451,58.6941223633,348.1738071711,0.7445573295,0.6412396546,0.7953322719,0.8877294287,163.75,1022.25,0
209565698-209565772-001.BMP,1714.625,46524.375,0.0355443728,37.2082119777,263.7435721489,58.0517010948,311.4161203278,0.6409495549,0.6478125681,0.6108133022,0.8469168901,154.25,944.125,0
209565864-209565890-001.BMP,1952.75,36911.25,0.0502457287,45.4582187857,227.2871377134,53.8516480713,260.2786967848,0.844137931,0.8573512141,0.6937318348,0.873245258,153.5,811.0,0
209565864-209565911-001.BMP,1671.375,50137.25,0.0322605551,40.8146361196,223.3432695934,51.6236379966,328.4585209733,0.790619137,0.7985218552,0.59171089,0.6799740464,143.75,953.875,0
209565864-209565950-001.BMP,1311.75,52262.0,0.024484939,42.5934417247,275.0447218112,39.5600808897,296.082758701,1.0766773163,1.0672025385,0.7590491654,0.9289454172,125.625,951.0,0
209566047-209566095-001.BMP,1955.125,33617.375,0.0549616979,43.6227193623,165.3665869196,58.2494635168,296.7709554522,0.7488947834,0.7336700457,0.4859942461,0.5572195792,157.25,753.5,0
209566047-209566125-001.BMP,1276.375,56874.125,0.0219495103,42.4220158127,280.9555301808,39.3192065027,351.0697936308,1.0789133247,1.0511844269,0.5875406493,0.8002839757,142.0,1016.375,0
209566205-209566247-001.BMP,1727.625,40989.5,0.0404433819,47.2062382729,204.935195096,48.7647413609,300.8853602288,0.9680403701,0.9250128126,0.5764751946,0.6811072328,146.25,867.5,0
209566205-209566266-001.BMP,1510.875,58004.75,0.0253861906,42.751715676,241.5448955434,46.1735855225,340.5950674922,0.925891182,0.9023010306,0.6366444678,0.7091849489,136.75,946.5,0
209566205-209566289-001.BMP,1702.75,47127.625,0.0348707132,35.7845591433,189.8795321959,59.4390444069,452.0497760203,0.6020379281,0.6136452405,0.2936386075,0.420041204,151.5,1070.5,0
209566205-209566321-001.BMP,1609.5,38928.125,0.0397038554,44.3840193816,167.7635392279,45.3541618818,366.6946958984,0.9786096257,0.9962464984,0.3686076537,0.4575019522,141.0,880.25,0
209566205-209566333-001.BMP,1493.0,37809.375,0.0379875262,39.53676255,193.6020606517,48.7647413609,283.5507009337,0.810765349,0.7993888311,0.59875364,0.6827775774,136.0,801.875,0
209566399-209566464-001.BMP,1629.375,40338.375,0.0388244545,42.3385371044,209.9884022325,48.4664832642,278.5677655437,0.8735632184,0.8831778132,0.661861008,0.753814433,139.75,845.25,0
209566399-209566485-001.BMP,1858.375,61842.0,0.0291736901,42.0290137653,291.9140772599,56.0089278598,343.7004509744,0.7503984699,0.7542736815,0.6665510872,0.8493270126,151.75,1061.25,0
209566399-209566517-001.BMP,1581.0,50278.875,0.0304859971,40.4843895992,267.5597900379,49.6487663492,340.0735214626,0.8154158215,0.8166295011,0.5535413049,0.786770428,146.125,1194.125,0
